seed,dataset,model,distillation_method,n_distill_steps,alpha,real_mse,transfer_mse,acf_short,acf_long,fft_distance,trend_error,variance_diff,freq_rank_error,peak_mag_ratio,cross_corr_error
42,ETTh2,CNN,MTT,300,0.0,0.3217719936142561,0.3487535271714301,0.2936911068758063,0.207794500406863,0.2591434313908832,0.6121671857392224,0.8520693778991699,15.0,0.6209519655939751,0.4176315490867723
42,ETTh2,CNN,MTT,300,0.1,0.3217719936142561,0.3505547045927593,0.2701163552379989,0.1985934485413381,0.2332290804651391,0.6118160148329378,0.852019727230072,15.0,0.5588567754070098,0.4200310197775154
42,ETTh2,CNN,MTT,300,0.2,0.3217719936142561,0.3520305373214744,0.2547044696587144,0.1892277813605955,0.2073147371381274,0.6135340595127008,0.8505530953407288,13.0,0.4967615412742647,0.4215857542522037
42,ETTh2,CNN,MTT,300,0.3,0.3217719936142561,0.3551853709193573,0.2400881673752468,0.1805367062599223,0.1814004009642667,0.6178915168818995,0.847669243812561,13.0,0.4346663502965787,0.4223517830177442
42,ETTh2,CNN,MTT,300,0.5,0.3217719936142561,0.358786956858531,0.212343249710479,0.1663826400339794,0.129571728444381,0.6292304237778097,0.8376504778862,8.571428571428571,0.3104759929451921,0.4217757537303788
42,ETTh2,CNN,MTT,300,0.7,0.3217719936142561,0.3836318613393007,0.1892657390463721,0.156163942189198,0.0777430414900706,0.6454514843655202,0.8219634294509888,4.285714285714286,0.1862856144740718,0.4187618981372158
42,ETTh2,CNN,MTT,300,1.0,0.3217719936142561,0.4022006804060302,0.1894224584301937,0.1516102732253145,7.668307439880004e-08,0.6759552816571164,0.787804901599884,0.0,1.231178965815344e-07,0.4105021511329897
7,ETTm1,CNN,MTT,300,0.0,0.332224914,0.365245728,0.43268367,0.179868171,0.383476449,1.105934622,0.872650325,0.857142857,0.66856288,0.421003644
7,ETTm1,CNN,MTT,300,0.1,0.332224914,0.370965348,0.427059012,0.17640435,0.345128783,1.102567369,0.812939346,0.857142857,0.6017065,0.425561738
7,ETTm1,CNN,MTT,300,0.2,0.332224914,0.367026967,0.421164343,0.172503763,0.306781151,1.103724027,0.756055176,0.857142857,0.534850242,0.429844977
7,ETTm1,CNN,MTT,300,0.3,0.332224914,0.374698258,0.415231453,0.168186171,0.268433521,1.10419352,0.701997638,0.857142857,0.467993991,0.433816448
7,ETTm1,CNN,MTT,300,0.5,0.332224914,0.352840537,0.403285183,0.158496467,0.191738226,1.106355397,0.602362573,0.428571429,0.334281382,0.440747037
7,ETTm1,CNN,MTT,300,0.7,0.332224914,0.38322695,0.392132172,0.147883562,0.115042949,1.109347348,0.629774034,0.428571429,0.200568811,0.446322392
7,ETTm1,CNN,MTT,300,1.0,0.332224914,0.382330799,0.37519739,0.129513147,1.06e-07,1.110102873,0.710367084,0.0,1.29e-07,0.45232995
42,ETTm1,CNN,MTT,300,0.0,0.3416359933555232,0.7416346281086813,0.3203629967813256,0.1116093643078963,0.9866211627561094,1.2146130718976111,0.7078978419303894,1.0,0.4954574118365887,0.2746753386316522
42,ETTm1,CNN,MTT,300,0.1,0.3416359933555232,0.7252750010290183,0.3224351852646382,0.1083154154701814,0.8879590392205249,1.1460552705519065,0.6945146918296814,0.5714285714285714,0.4459116399220281,0.2780001536729536
42,ETTm1,CNN,MTT,300,0.2,0.3416359933555232,0.743227735360215,0.3246622277217734,0.1068981085120772,0.7892969373553226,1.0767110529590609,0.7035176157951355,0.5714285714285714,0.3963659610240814,0.281448715876308
42,ETTm1,CNN,MTT,300,0.3,0.3416359933555232,0.7045863006765102,0.32700087267009,0.1077585863640711,0.6906348239995502,1.0048408437309682,0.7115802764892578,0.1428571428571428,0.3468201796074486,0.2849367576098663
42,ETTm1,CNN,MTT,300,0.5,0.3416359933555232,0.5460717575408722,0.3326594808429434,0.1165241015438289,0.4933105750104514,0.8777856919598177,0.7215284705162048,0.1428571428571428,0.2477287182196477,0.2916481283320795
42,ETTm1,CNN,MTT,300,0.7,0.3416359933555232,0.5897834286695224,0.340052593328444,0.1283322431794245,0.295986344223022,0.7563049766397246,0.723240852355957,0.1428571428571428,0.1486372614490251,0.2973154693885138
42,ETTm1,CNN,MTT,300,1.0,0.3416359933555232,0.4802700889295646,0.3507315554033005,0.1482517195140415,1.0068699836997504e-07,0.6407929333566492,0.7103670835494995,0.0,1.534095807927664e-07,0.3021526128523682
7,ETTm2,CNN,MTT,300,0.0,0.191329993,0.244468582,0.15287985,0.163081026,0.405347625,0.367803728,0.878804207,1.571428571,0.396814329,0.450186705
7,ETTm2,CNN,MTT,300,0.1,0.191329993,0.242061075,0.147979301,0.164140433,0.36481286,0.352768341,0.880730927,1.142857143,0.35713289,0.45571444
7,ETTm2,CNN,MTT,300,0.2,0.191329993,0.235871727,0.145277238,0.165111762,0.324278091,0.342919105,0.882062733,1.142857143,0.317451463,0.462616332
7,ETTm2,CNN,MTT,300,0.3,0.191329993,0.278539855,0.14455301,0.166023597,0.283743329,0.337239848,0.882799625,1.142857143,0.277770018,0.469514151
