dataset,model,seed,epoch,val_loss_raw,val_loss_smooth,is_boundary
weather,DLinear,7,64,0.4641462,0.46306661,False
weather,DLinear,7,65,0.46431597,0.46284882,False
weather,DLinear,7,66,0.46188585,0.46315842,False
weather,DLinear,7,67,0.46170766,0.46293622,False
weather,DLinear,7,68,0.46373643,0.46265828,False
weather,DLinear,7,69,0.46303517,0.46267743,False
weather,DLinear,7,70,0.46292629,0.46255997,False
weather,DLinear,7,71,0.46198161,0.46219095,False
weather,DLinear,7,72,0.46112035,0.46235101,False
weather,DLinear,7,73,0.46189134,0.4622022,False
weather,DLinear,7,74,0.46383544,0.46214687,False
weather,DLinear,7,75,0.46218224,0.4625333,False
weather,DLinear,7,76,0.461705,0.46252009,False
weather,DLinear,7,77,0.46305247,0.4621902,False
weather,DLinear,7,78,0.46182528,0.46200806,False
weather,DLinear,7,79,0.46218601,0.46208383,False
weather,DLinear,7,80,0.46127154,0.46176094,False
weather,MLP,7,1,0.47874566,0.46941132,False
weather,MLP,7,2,0.465987,0.46703718,False
weather,MLP,7,3,0.46350129,0.46497867,False
weather,MLP,7,4,0.45991478,0.45986101,False
weather,MLP,7,5,0.45674461,0.45683524,False
weather,MLP,7,6,0.45315739,0.45386314,False
weather,MLP,7,7,0.45085811,0.45149937,False
weather,MLP,7,8,0.44864082,0.44894819,False
weather,MLP,7,9,0.44809593,0.4471121,False
weather,MLP,7,10,0.44398871,0.44566172,False
weather,MLP,7,11,0.44397692,0.4444506,False
weather,MLP,7,12,0.44360622,0.44311826,False
weather,MLP,7,13,0.44258523,0.44297037,False
weather,MLP,7,14,0.44143422,0.44284279,False
weather,MLP,7,15,0.44324929,0.44135893,False
weather,MLP,7,16,0.443339,0.43987064,False
weather,MLP,7,17,0.43618693,0.4389444,False
weather,MLP,7,18,0.43514376,0.43699946,False
weather,MLP,7,19,0.43680305,0.43480874,True
weather,MLP,7,20,0.43352455,0.4342153,False
weather,MLP,7,21,0.43238543,0.43396002,False
weather,MLP,7,22,0.43321974,0.43302066,False
weather,MLP,7,23,0.43386733,0.4327765,False
weather,MLP,7,24,0.43210625,0.43244164,False
weather,MLP,7,25,0.43230373,0.4313695,False
weather,MLP,7,26,0.43071117,0.43031397,False
weather,MLP,7,27,0.42785904,0.42907946,False
weather,MLP,7,28,0.42858967,0.42791406,False
weather,MLP,7,29,0.42593369,0.42820059,False
weather,MLP,7,30,0.42647675,0.42775035,False
weather,MLP,7,31,0.43214378,0.42720239,False
weather,MLP,7,32,0.42560785,0.42658245,False
weather,MLP,7,33,0.42584986,0.42574015,False
weather,MLP,7,34,0.42283399,0.42333092,False
weather,MLP,7,35,0.42226525,0.42218409,False
weather,MLP,7,36,0.42009763,0.42119666,False
weather,MLP,7,37,0.41987373,0.42050503,False
weather,MLP,7,38,0.42091272,0.41993519,False
weather,MLP,7,39,0.41937579,0.41986442,False
weather,MLP,7,40,0.41941608,0.41939271,False
weather,MLP,7,41,0.41974375,0.41818751,False
weather,MLP,7,42,0.41751518,0.41775446,False
weather,MLP,7,43,0.41488676,0.41763611,False
weather,MLP,7,44,0.41721054,0.41734225,False
weather,MLP,7,45,0.4188243,0.41652238,False
weather,MLP,7,46,0.41827448,0.41674319,False
weather,MLP,7,47,0.41341581,0.41618459,False
weather,MLP,7,48,0.41599081,0.41547225,False
weather,MLP,7,49,0.41441756,0.4146312,False
weather,MLP,7,50,0.41526259,0.41545708,False
weather,MLP,7,51,0.41406923,0.41493549,False
weather,MLP,7,52,0.41754521,0.41442067,False
weather,MLP,7,53,0.41338284,0.41384793,False
weather,MLP,7,54,0.4118435,0.4135021,False
weather,MLP,7,55,0.41239887,0.41231415,False
weather,MLP,7,56,0.41234008,0.41199349,False
weather,MLP,7,57,0.41160545,0.41171531,False
weather,MLP,7,58,0.41177955,0.41222831,False
weather,MLP,7,59,0.41045261,0.4122982,False
weather,MLP,7,60,0.41496384,0.41276114,False
weather,MLP,7,61,0.41268952,0.41246739,False
