dataset,model,seed,epoch,val_loss_raw,val_loss_smooth,is_boundary
ETTh1,MLP,123,11,0.67973724,0.6817857,False
ETTh1,MLP,123,12,0.67789744,0.68040506,True
ETTh1,MLP,123,13,0.68148903,0.67837209,False
ETTh1,MLP,123,14,0.67735652,0.67843634,False
ETTh1,MLP,123,15,0.67538022,0.67775832,False
ETTh1,MLP,123,16,0.68005848,0.67654649,False
ETTh1,MLP,123,17,0.67450734,0.67648221,False
ETTh1,MLP,123,18,0.67542991,0.6766587,False
ETTh1,MLP,123,19,0.6770351,0.675251,False
ETTh1,MLP,123,20,0.67626268,0.67405725,False
ETTh1,MLP,123,21,0.67301999,0.67334784,False
ETTh1,MLP,123,22,0.66853858,0.67206251,False
ETTh1,MLP,123,23,0.67188283,0.67083812,False
ETTh1,MLP,123,24,0.67060847,0.66953875,False
ETTh1,MLP,123,25,0.67014072,0.67026278,False
ETTh1,MLP,123,26,0.66652316,0.66888496,False
ETTh1,MLP,123,27,0.67215871,0.66875802,False
ETTh1,MLP,123,28,0.66499374,0.66778839,False
ETTh1,MLP,123,29,0.66997378,0.66803107,False
ETTh1,MLP,123,30,0.66529258,0.66680487,False
ETTh1,MLP,123,31,0.66773656,0.66776234,False
ETTh1,MLP,123,32,0.6660277,0.66720958,False
ETTh1,MLP,123,33,0.66978108,0.667457,False
ETTh1,MLP,123,34,0.66720997,0.66709407,False
ETTh1,MLP,123,35,0.66652968,0.66698475,False
ETTh1,MLP,123,36,0.66592194,0.6657625,False
ETTh1,MLP,123,37,0.66548106,0.66479309,False
ETTh1,MLP,123,38,0.66366986,0.66477902,False
ETTh1,MLP,123,39,0.66236292,0.6646651,False
ETTh1,MLP,123,40,0.66645935,0.66496613,False
ETTh1,MLP,123,41,0.66535231,0.66504091,False
ETTh1,MLP,123,42,0.66698621,0.66519791,False
ETTh1,MLP,123,43,0.66404379,0.66486293,False
ETTh1,MLP,123,44,0.66314789,0.66414697,False
ETTh1,MLP,123,45,0.66478446,0.66332091,False
ETTh1,MLP,123,46,0.66177252,0.66308669,False
ETTh1,MLP,123,47,0.66285592,0.66319331,False
ETTh1,MLP,123,48,0.66287266,0.66302415,False
ETTh1,MLP,123,49,0.66368098,0.66313907,False
ETTh1,MLP,123,50,0.66393867,0.66285804,False
ETTh1,MLP,123,51,0.66234714,0.66312472,False
ETTh1,MLP,123,52,0.66145075,0.66245205,False
ETTh1,MLP,123,53,0.66420605,0.66198687,False
ETTh1,MLP,123,54,0.66031764,0.66227803,False
ETTh1,MLP,123,55,0.66161277,0.66221775,False
ETTh1,MLP,123,56,0.66380294,0.66246622,False
ETTh1,MLP,123,57,0.66114934,0.66265063,False
ETTh1,MLP,123,58,0.66544843,0.66256372,False
ETTh1,MLP,123,59,0.66123969,0.66161924,False
ETTh1,MLP,123,60,0.66117818,0.66183512,False
ETTh1,MLP,123,61,0.65908056,0.660892,False
ETTh1,MLP,123,62,0.66222876,0.66081738,False
ETTh1,MLP,123,63,0.66073281,0.66107757,False
ETTh1,MLP,123,64,0.66086662,0.66070701,False
ETTh1,MLP,123,65,0.66247912,0.6600453,False
ETTh1,MLP,123,66,0.65722776,0.65957644,False
ETTh1,MLP,123,67,0.65892017,0.66029325,False
ETTh1,MLP,123,68,0.65838851,0.65947945,False
ETTh1,MLP,123,69,0.66445067,0.65915744,False
ETTh1,MLP,123,70,0.65841011,0.65967475,False
ETTh1,MLP,123,71,0.65561772,0.65955908,False
ETTh1,MLP,123,72,0.66150675,0.65799433,False
ETTh1,MLP,123,73,0.65781015,0.65818949,False
ETTh1,MLP,123,74,0.65662694,0.65912413,False
ETTh1,MLP,123,75,0.6593859,0.65811241,False
ETTh1,MLP,123,76,0.66029091,0.65838034,False
ETTh1,MLP,123,77,0.65644814,0.65888004,False
ETTh1,MLP,123,78,0.65914981,0.65973091,False
ETTh1,MLP,123,79,0.65912543,0.65959091,False
ETTh1,MLP,123,80,0.66364025,0.6606385,False
ETTh1,CNN,7,1,0.8985989,0.79645275,False
ETTh1,CNN,7,2,0.76463419,0.77572601,False
ETTh1,CNN,7,3,0.72612516,0.76064626,False
